Дата просмотра,Кол-во рекламы,Вид рекламы,Количество повторений
8,87,Гироскутеры MiniPro,7
7,99,Планшеты Lenovo,5
6,64,Гироскутеры Hoverbot,11
7,14,Гироскутеры Hoverbot,8
6,61,Холодильники LG,7
6,58,Планшеты Samsung,15
7,35,Телевизоры Xiaomi,11
6,91,Надувные бассейн,5
8,1,Ноутбуки Xiaomi,5
7,94,Ноутбуки Samsung:HP,6
7,70,Ноутбуки Lenovo,10
8,71,Гироскутеры Hoverbot,6
6,65,Гироскутеры MiniPro,9
6,45,Телевизоры Xiaomi,7
7,98,Палатки BTrace,5
6,90,Планшеты Xiaomi,8
6,48,Микроволновые печи Maunfeld,8
6,53,Кондиционеры Ballu,13
8,49,Гироскутеры Hoverbot,6
6,51,Наручные часы Apple,10
7,9,Холодильники LG,6
8,70,Планшеты Samsung,5
7,78,Холодильники Atlant,8
7,4,Холодильники LG,9
6,49,Планшеты Lenovo,8
8,25,Вентиляторы Scarlett,7
6,91,Наручные часы Apple,7
8,84,Холодильники Nordfrost,5
6,94,Надувные бассейн,7
6,32,Палатки High Peak,6
6,74,Микроволновые печи Gorenje,7
6,54,Палатки High Peak,7
6,4,Умные часы и браслеты Samsung,9
6,56,Палатки Alexika,7
8,13,Газонокосилки Champion,6
8,99,Чемодан,5
6,60,Вентиляторы Scarlett,5
8,28,Палатки Tplus,8
7,63,Холодильники Nordfrost,6
7,95,Микроволновые печи Maunfeld,7
6,34,Гироскутеры GT,7
8,3,Холодильники Бирюса,6
7,30,Планшеты Apple,6
8,6,Кофеварки и кофемашины TEENRA,16
6,91,Наручные часы Traser,7
7,71,Парфюмерия Killian,11
6,76,Ноутбуки Apple,8
8,80,Вентиляторы Centek,10
8,70,Палатки Alexika,11
7,87,Велосипеды Forward,9
7,87,Умные часы и браслеты Xiaomi,8
7,52,Гироскутеры Zaxboard,9
8,47,Смартфоны Xiaomi,8
8,25,Палатки Talberg,7
7,17,Планшеты Lenovo,10
8,99,Велосипеды Stinger,7
7,47,Велосипеды Novatrack,12
7,95,Вентиляторы Equation,11
7,54,Кондиционеры Ballu,7
6,12,Кин,7
6,37,Смартфоны Apple,9
6,56,Телевизоры Samsung,9
7,53,Кондиционеры Hisense,8
7,97,Смартфоны Huawei,14
7,46,Сериал,5
7,12,Наручные часы Casio,5
7,38,Надувные бассейн,9
7,13,Палатки Talberg,7
7,61,Холодильники Samsung,6
7,15,Газонокосилки Ресанта,6
6,65,Газонокосилки PATRIOT,6
8,65,Газонокосилки Champion,7
7,83,Газонокосилки Champion,13
8,54,Ноутбуки Apple,9
7,5,Туристические рюкзак,5
7,95,Наушники Beats,7
6,31,Вентиляторы Ballu,8
6,19,Велосипеды STELS,8
6,17,Гироскутеры GT,7
7,68,Вентиляторы Scarlett,11
6,23,Планшеты Samsung,9
8,89,Экскурс,9
7,40,Ноутбуки Huawei,8
6,77,Смартфоны Samsung,5
6,42,Путешестви,5
8,19,Велосипеды Novatrack,6
7,46,Гироскутеры MiniPro,10
6,59,Наушники Xiaomi,11
6,5,Парфюмерия Killian,5
7,82,Планшеты Lenovo,5
6,24,Газонокосилки PATRIOT,7
8,85,Велосипеды STELS,7
7,4,Планшеты Apple,8
8,57,Наушники Beats,6
7,84,Холодильники LG,6
7,46,Кондиционеры Haier,6
7,80,Микроволновые печи Maunfeld,8
8,99,Кондиционеры Electrolux,6
8,77,Холодильники Nordfrost,6
8,1,Умные часы и браслеты Apple,5
8,68,Холодильники Nordfrost,9
6,25,Наручные часы Casio,5
7,13,Велосипеды Stinger,6
7,86,Наручные часы Jacques Lemans,10
7,14,Холодильники Beko,7
6,-1,Планшеты Huawei,6
6,14,Наушники JBL,5
7,38,Ноутбуки Asus,10
8,75,Смартфоны Xiaomi,6
8,46,Ноутбуки Apple,8
8,36,Парфюмерия Killian,6
8,64,Сериал,11
8,87,Планшеты Samsung,5
6,103,Гироскутеры GT,6
8,41,Ноутбуки Asus,7
8,86,Наручные часы Traser,9
8,103,Холодильники Atlant,5
7,29,Наручные часы Apple,5
7,85,Наушники Beats,11
8,78,Ноутбуки Apple,6
8,7,Смартфоны One Plus,5
8,10,Микроволновые печи Gorenje,7
7,35,Планшеты Lenovo,7
8,18,Сериал,7
7,55,Умные часы и браслеты Apple,11
8,20,Концерт,6
8,54,Газонокосилки PATRIOT,9
6,40,Ноутбуки Asus,8
8,78,Ноутбуки Lenovo,7
7,25,Кондиционеры Haier,6
8,58,Гироскутеры MiniPro,8
7,38,Кондиционеры Haier,5
6,39,Сериал,9
6,56,Ноутбуки Huawei,10
7,11,Велосипеды Forward,5
8,31,Кондиционеры Electrolux,7
7,100,Путешестви,5
7,5,Велосипеды STELS,6
7,63,Планшеты Xiaomi,7
7,91,Умные часы и браслеты Xiaomi,8
8,68,Холодильники Бирюса,10
6,41,Планшеты Samsung,6
7,60,Телевизоры Samsung,6
7,33,Парфюмерия SHAIK,11
7,75,Микроволновые печи Midea,7
6,44,Холодильники Atlant,8
7,39,Смартфоны One Plus,10
7,16,Гироскутеры GT,9
6,38,Кондиционеры Haier,6
7,8,Газонокосилки Ресанта,10
6,57,Планшеты Samsung,7
7,1,Кофеварки и кофемашины TEENRA,6
7,85,Парфюмерия Giorgio Armani,5
7,101,Надувные бассейн,7
7,2,Планшеты Xiaomi,5
7,30,Парфюмерия Fragrance World,7
8,4,Наручные часы Apple,9
8,70,Гироскутеры MiniPro,5
8,51,Наручные часы Casio,9
8,92,Газонокосилки Champion,5
6,67,Надувные бассейн,8
7,99,Кофеварки и кофемашины DeLonghi,6
8,72,Кофеварки и кофемашины TEENRA,13
6,99,Палатки BTrace,6
8,7,Смартфоны Xiaomi,9
8,19,Планшеты BQ,8
6,86,Ролик,7
6,12,Ноутбуки Samsung:HP,7
8,15,Гироскутеры GT,6
7,26,Надувные бассейн,8
6,97,Велосипеды Stark,10
8,54,Кофеварки и кофемашины TEENRA,8
8,13,Холодильники Бирюса,5
7,69,Холодильники Atlant,6
8,24,Холодильники Atlant,13
7,83,Микроволновые печи Bosch,8
7,48,Газонокосилки PATRIOT,6
8,81,Ролик,5
8,88,Гироскутеры GT,7
7,45,Гироскутеры Hoverbot,5
7,27,Велосипеды Novatrack,7
6,72,Концерт,5
8,48,Наушники Apple,7
8,45,Микроволновые печи Midea,6
6,22,Телевизоры Xiaomi,6
8,40,Наушники Beats,6
7,1,Наручные часы Apple,6
8,35,Ноутбуки Huawei,8
8,43,Сериал,7
6,3,Купальник,6
7,65,Кондиционеры Electrolux,10
8,100,Кондиционеры Hisense,5
7,53,Микроволновые печи Maunfeld,7
7,56,Газонокосилки Зубр,5
7,73,Ролик,7
6,1,Микроволновые печи Midea,7
7,30,Наушники Apple,7
8,62,Чемодан,9
6,52,Наручные часы Jacques Lemans,7
6,6,Наручные часы Apple,6
7,70,Палатки High Peak,7
8,99,Смартфоны Samsung,7
7,2,Палатки Alexika,6
6,101,Гироскутеры GT,6
7,2,Велосипеды Stark,7
6,97,Микроволновые печи Midea,5
8,50,Велосипеды Forward,9
8,23,Смартфоны One Plus,10
8,77,Палатки Tplus,7
6,10,Смартфоны Huawei,11
6,26,Телевизоры Xiaomi,9
7,20,Холодильники Atlant,8
6,43,Холодильники Nordfrost,7
8,47,Кофеварки и кофемашины TEENRA,6
7,27,Планшеты Huawei,6
6,59,Сумк,7
6,23,Холодильники Atlant,8
8,38,Газонокосилки Champion,9
8,52,Кофеварки и кофемашины TEENRA,8
7,83,Планшеты Samsung,9
6,95,Кондиционеры Ballu,5
7,82,Ноутбуки Huawei,7
6,38,Смартфоны Xiaomi,5
6,39,Газонокосилки Зубр,7
8,36,Кофеварки и кофемашины DeLonghi,6
8,93,Купальник,9
6,46,Газонокосилки Зубр,8
6,45,Микроволновые печи Gorenje,9
7,33,Сумк,5
8,66,Холодильники Nordfrost,6
6,98,Ноутбуки Acer,8
7,3,Палатки High Peak,6
7,20,Газонокосилки Huter,6
6,10,Туристические рюкзак,7
6,-2,Палатки BTrace,6
8,0,Велосипеды Forward,7
8,33,Смартфоны Huawei,9
7,103,Гироскутеры Zaxboard,5
7,66,Смартфоны Huawei,5
8,13,Ролик,8
6,60,Кондиционеры Hisense,9
8,69,Холодильники Samsung,9
8,50,Микроволновые печи Midea,14
8,65,Наручные часы Jacques Lemans,8
7,20,Телевизоры LG,6
6,7,Микроволновые печи Bosch,8
7,25,Планшеты Apple,5
6,41,Палатки High Peak,11
7,90,Смартфоны Apple,13
7,96,Гироскутеры MiniPro,7
6,20,Газонокосилки Ресанта,9
6,56,Чемодан,8
6,43,Парфюмерия SHAIK,7
7,48,Наушники Xiaomi,10
6,45,Путешестви,7
8,4,Велосипеды Stinger,6
8,17,Парфюмерия SHAIK,6
7,67,Концерт,7
7,80,Телевизоры LG,5
7,15,Наушники Xiaomi,10
6,18,Ноутбуки Xiaomi,8
7,62,Парфюмерия Killian,5
6,39,Газонокосилки Huter,7
6,16,Холодильники Nordfrost,5
6,25,Газонокосилки Ресанта,7
6,84,Кондиционеры Hisense,8
8,1,Наручные часы Jacques Lemans,5
6,27,Кофеварки и кофемашины TEENRA,6
6,75,Вентиляторы Equation,5
8,36,Телевизоры Samsung,8
7,84,Умные часы и браслеты Xiaomi,5
6,26,Вентиляторы Centek,11
7,67,Микроволновые печи Maunfeld,11
6,100,Планшеты Samsung,5
8,18,Путешестви,7
6,3,Парфюмерия Killian,5
6,92,Наручные часы Jacques Lemans,9
8,72,Вентиляторы Equation,7
8,46,Кондиционеры Ballu,9
7,10,Ноутбуки Apple,8
6,27,Наручные часы Xiaomi,5
6,101,Телевизоры Xiaomi,5
7,3,Планшеты BQ,9
6,63,Наручные часы Casio,5
7,17,Микроволновые печи Maunfeld,7
6,88,Велосипеды Stinger,6
6,36,Ноутбуки Huawei,8
8,9,Телевизоры LG,9
7,20,Надувные бассейн,9
7,6,Наручные часы Apple,6
7,96,Холодильники LG,6
6,94,Ролик,6
6,28,Кондиционеры ROYAL Clima,5
6,28,Смартфоны Huawei,11
8,50,Холодильники Nordfrost,6
8,85,Кондиционеры Electrolux,7
6,24,Ноутбуки Huawei,7
8,55,Палатки Alexika,6
8,53,Газонокосилки Champion,9
8,53,Палатки BTrace,5
7,34,Наушники Beats,12
7,72,Надувные бассейн,6
8,34,Микроволновые печи Midea,9
8,52,Умные часы и браслеты Apple,6
6,19,Велосипеды Forward,8
7,85,Наушники Apple,8
7,61,Экскурс,12
8,60,Ноутбуки Xiaomi,7
6,22,Надувные бассейн,8
7,25,Планшеты Xiaomi,6
8,56,Велосипеды STELS,10
6,13,Вентиляторы Centek,9
6,15,Газонокосилки PATRIOT,7
8,46,Туристические рюкзак,6
6,16,Кондиционеры Ballu,6
6,70,Газонокосилки Зубр,10
6,84,Палатки Talberg,5
7,3,Сериал,6
6,81,Наручные часы Traser,5
8,49,Сумк,5
7,13,Сумк,5
6,41,Палатки Tplus,6
7,94,Микроволновые печи Maunfeld,10
8,35,Микроволновые печи Maunfeld,13
8,58,Парфюмерия Fragrance World,7
7,96,Микроволновые печи Midea,7
6,96,Велосипеды Stark,6
8,56,Планшеты Lenovo,5
6,47,Велосипеды Stinger,6
6,96,Чемодан,12
7,30,Газонокосилки Зубр,9
8,52,Ноутбуки Samsung:HP,8
6,64,Надувные бассейн,5
7,83,Холодильники LG,7
8,50,Велосипеды Stark,13
6,68,Велосипеды Stinger,8
6,49,Газонокосилки Champion,5
8,22,Микроволновые печи Maunfeld,7
8,15,Путешестви,10
6,39,Концерт,7
8,102,Газонокосилки Зубр,5
6,27,Планшеты Apple,7
6,38,Ноутбуки Lenovo,7
8,89,Смартфоны Xiaomi,7
8,0,Кондиционеры Ballu,5
7,76,Вентиляторы Centek,6
6,10,Кондиционеры ROYAL Clima,8
8,45,Чемодан,5
8,1,Микроволновые печи Maunfeld,6
7,64,Газонокосилки PATRIOT,10
8,7,Газонокосилки Huter,9
6,76,Телевизоры Samsung,7
7,1,Кондиционеры Haier,5
7,71,Ноутбуки Acer,7
7,61,Умные часы и браслеты Apple,6
6,16,Наушники Xiaomi,6
8,82,Кондиционеры Ballu,6
7,98,Велосипеды STELS,5
8,79,Чемодан,8
6,23,Велосипеды Stark,7
7,13,Ноутбуки Apple,7
8,5,Туристические рюкзак,6
7,8,Умные часы и браслеты Apple,10
8,55,Вентиляторы Centek,6
7,6,Холодильники Samsung,5
6,62,Парфюмерия Giorgio Armani,8
8,23,Планшеты Samsung,11
6,4,Вентиляторы Centek,9
7,7,Кондиционеры Hisense,10
8,94,Планшеты Lenovo,7
7,32,Вентиляторы Scarlett,6
8,14,Смартфоны Xiaomi,8
8,38,Ролик,6
7,42,Холодильники Atlant,5
6,40,Холодильники LG,6
8,18,Гироскутеры Hoverbot,11
6,97,Телевизоры Samsung,7
7,77,Ноутбуки Xiaomi,5
6,28,Ноутбуки Asus,6
6,32,Ноутбуки Apple,6
7,57,Вентиляторы Ballu,7
8,73,Планшеты Lenovo,10
7,30,Планшеты BQ,6
7,14,Планшеты Apple,10
6,45,Палатки High Peak,5
8,73,Туристические рюкзак,7
6,54,Холодильники Бирюса,5
8,41,Гироскутеры Hoverbot,7
8,30,Палатки Tplus,11
8,73,Планшеты BQ,12
6,15,Парфюмерия Fragrance World,10
8,82,Микроволновые печи Gorenje,12
7,102,Кофеварки и кофемашины TEENRA,6
7,10,Наручные часы Apple,5
6,82,Планшеты Huawei,11
7,41,Планшеты BQ,8
7,97,Газонокосилки Ресанта,5
7,41,Холодильники Nordfrost,6
7,20,Сумк,9
8,31,Умные часы и браслеты Xiaomi,5
6,57,Планшеты Huawei,10
7,102,Телевизоры Xiaomi,5
6,41,Планшеты Xiaomi,6
8,67,Газонокосилки Зубр,7
6,49,Кофеварки и кофемашины DeLonghi,5
6,46,Микроволновые печи Gorenje,5
8,37,Ноутбуки Acer,9
6,72,Гироскутеры MiniPro,7
6,24,Гироскутеры Hoverbot,6
